Sp_ID,2MASS_ID,gaia,RA_1,DEC_1,,
Sp1756-2707,17560251-2707356,4063613694285106048,269.0111636,-27.1297615,,
Sp1756-2933,17561595-2933549,4056326303084635776,269.0665314,-29.565493,,
Sp1756-2042,17563573-2042395,4071058526222980096,269.1500792,-20.7082547,,
Sp1757-1253,17573276-1253503,4150469344775405184,269.386609,-12.89741,,
Sp1757+1142,17574204+1142473,4495872916780771200,269.4251469,11.7131102,,
Sp1758-2804,17582330-2804589,4062745664214264192,269.5971157,-28.083221,,
Sp1758-2904,17585465-2904522,4062347950343816576,269.7279607,-29.0810699,,
Sp1759+0235,17595639+0235262,4469266762617305088,269.9849866,2.5906673,,
Sp1800-1559,18000116-1559235,4145132555890838784,270.0048617,-15.989991,,
Sp1801+7442,18014549+7442294,2267517023167123712,270.4395207,74.7080948,,
Sp1802-1412,18020501-1412361,4147095940015176704,270.5208356,-14.2101853,,
Sp1803-3031,18030034-3031212,4050146841807761152,270.7515318,-30.5227085,,
Sp1803-1550,18033856-1550003,4145194197200758144,270.9106485,-15.833587,,
Sp1804-1616,18044086-1616385,4144383754057229696,271.1703121,-16.2774749,,
Sp1804-3200,18045835-3200211,4043052483364954112,271.2429062,-32.0059674,,
Sp1806+2923,18064570+2923591,4590356940256629120,271.6903745,29.3997565,,
Sp1807-0625,18070621-0625471,4171383636445972096,271.7759216,-6.4297854,,
Sp1807+5015,18071593+5015316,2123161836615550848,271.8164666,50.2587872,,
Sp1808+3523,18081400+3523103,4606224817186878848,272.0583086,35.3862138,,
Sp1809+2259,18091335+2259376,4578202973087023360,272.3056762,22.993793,,
Sp1809-2816,18092610-2816293,4050824660395776768,272.3575437,-28.2703347,,
Sp1812+0531,18120986+0531363,4471578760691485056,273.0410505,5.5267078,,
Sp1813-2542,18135679-2542077,4064752861379890944,273.4865244,-25.7021056,,
Sp1814-4522,18141878-4522026,6720229263835768832,273.5784285,-45.3674103,,
Sp1814-2025,18142928-2025279,4094032443707053568,273.6219441,-20.4246155,,
Sp1814-1536,18143959-1536199,4145765496561285120,273.6649143,-15.605679,,
Sp1815-2237,18154020-2237345,4090479921678998272,273.9212271,-22.6261675,,
Sp1817+1017,18170973+1017317,4482174616812464128,274.2905689,10.2921467,,
Sp1819+4101,18194663+4101569,2109889524381399040,274.9443767,41.0325213,,
Sp1819-5754,18195739-5754310,6647979736302964096,274.9891727,-57.9086361,,
Sp1821+1414,18212815+1414010,4485574134969389312,275.3673552,14.2335685,,
Sp1821-6101,18214624-6101545,6634463852178515456,275.4429536,-61.0317625,,
Sp1822+3921,18224712+3921504,2109407255391343488,275.6964017,39.3640158,,
Sp1822+4032,18225837+4032040,2109805965791669760,275.7431606,40.5344048,,
Sp1824-3503,18241164-3503180,4044274938335481472,276.0486839,-35.0550884,,
Sp1824-3519,18241642-3519222,6734417258848246400,276.0684606,-35.3228295,,
Sp1824+7316,18244404+7316063,2267065781019464192,276.1840761,73.268443,,
Sp1825+5122,18252047+5122169,2124214034882055424,276.3353941,51.371509,,
Sp1827-1251,18272880-1251344,4152906889008241152,276.8699342,-12.8595528,,
Sp1829-1439,18291894-1439014,4104121283206946688,277.3291078,-14.6505374,,
Sp1829+2600,18293277+2600424,4537192426318445312,277.3866346,26.0117825,,
Sp1829+0215,18293465+0215549,4276948538120524288,277.394382,2.265262,,
Sp1829+0757,18294744+0757320,4477628892158580736,277.4476345,7.9588491,,
Sp1831-6435,18315290-6435471,6437777371042569344,277.9702624,-64.5964136,,
Sp1833+2225,18333989+2225096,4535152454295543936,278.4162219,22.4193782,,
Sp1834-3353,18343191-3353365,6735003195456641024,278.6329996,-33.8934909,,
Sp1835+3259,18353790+3259545,2091177593123254016,278.9077745,32.998142,,
Sp1836-3507,18365842-3507176,6733860940302404864,279.2435253,-35.1215121,,
Sp1837-4755,18372578-4755279,6704941688521962496,279.3576162,-47.9244407,,
Sp1837+1558,18374321+1558110,4510049504324001152,279.4301037,15.969781,,
Sp1839+4424,18392735+4424484,2117179153330391040,279.8640333,44.4134278,,
Sp1839+2952,18393308+2952164,4587614930058979584,279.8878684,29.8712448,,
Sp1842-5114,18420549-5114383,6655006165359227264,280.5228283,-51.2439979,,
Sp1842-3905,18421930-3905574,6729658843064176000,280.580433,-39.0993143,,
Sp1842+6751,18422450+6751449,2258730658247255552,280.6034482,67.8624835,,
Sp1843+4040,18432213+4040209,2098514324976071424,280.8420245,40.6725942,,
Sp1843+2651,18432454+2651192,4537903393728410624,280.8523395,26.8553003,,
Sp1843-0255,18432619-0255210,4258673624065016576,280.857521,-2.9208544,,
Sp1843+1132,18433035+1132058,4504120628412422784,280.8764659,11.534956,,
Sp1845-6357,18450541-6357475,6439125097425259776,281.2860999,-63.9631851,,
Sp1845+3853,18451889+3853248,2098118397710725248,281.3289187,38.8901727,,
Sp1845+0711,18452147+0711584,4286113482922764288,281.3394946,7.1995968,,
Sp1847-3419,18474700-3419345,6735308241178655872,281.9459169,-34.3262553,,
Sp1849-2359,18495876-2359296,4075135240434830720,282.4950216,-23.9915953,,
Sp1851+5935,18510178+5935040,2156140966334260096,282.7575765,59.5844916,,
Sp1852+5257,18521683+5257195,2146205160793278976,283.0702572,52.9552602,,
Sp1853-4107,18535440-4107581,6716645027732064640,283.4767638,-41.1328407,,
Sp1854+8429,18544597+8429470,2302731288228467328,283.6946919,84.4963763,,
Sp1854-5704,18545092-5704417,6637017330494491648,283.7105093,-57.0782589,,
Sp1856-0822,18560903-0822382,4203875751318123904,284.037595,-8.3775007,,
Sp1856+6356,18562378+6356589,2253514575086001536,284.0996004,63.9496176,,
Sp1858-2420,18584726-2420474,4074475773958253696,284.6968523,-24.3466751,,
Sp1859-7435,18594091-7435350,6414193190226793088,284.9217642,-74.5930757,,
Sp1903+3521,19030657+3521185,2092602594550437632,285.7774555,35.3550837,,
Sp1903+3422,19031756+3422448,2044451578761513984,285.8233781,34.3791417,,
Sp1903+2437,19034940+2437441,4533661241650218880,285.9556706,24.6287687,,
Sp1905+1740,19050233+1740339,4514579354818664704,286.2597214,17.6759759,,
Sp1905-4644,19050344-4644408,6662824483302682752,286.2644788,-46.7447074,,
Sp1906-0515,19060693-0515043,4206320171755704320,286.5288748,-5.2512031,,
Sp1906-5828,19062535-5828256,6633500847494138496,286.605027,-58.4738165,,
Sp1906+4011,19064801+4011089,2100693797539808896,286.7008959,40.1857208,,
Sp1908+2238,19085552+2238552,4521094957614129024,287.2314211,22.6486575,,
Sp1909-1937,19090821-1937479,4083994314834200960,287.2841732,-19.6300164,,
Sp1910+5634,19101148+5634259,2141364423410899968,287.5466182,56.5738361,,
Sp1913-0241,19133978-0241178,4261087704930345600,288.4157969,-2.6883165,,
Sp1914+6808,19140511+6808452,2261191880664881536,288.5195634,68.1458253,,
Sp1914-3008,19141995-3008400,6758993680146596736,288.5830302,-30.1444601,,
Sp1916+0051,19161309+0051495,4264640944245035264,289.0545658,0.8638194,,
Sp1916+0509,19165762+0509021,4293315765165489536,289.2400326,5.1504413,,
Sp1919-3115,19191909-3115111,6757888533525080576,289.8294719,-31.2531017,,
Sp1921+2425,19210919+2425506,2022991826205278080,290.2884832,24.4310102,,
Sp1921-2915,19212977-2915507,6759481141756109056,290.3744225,-29.2640393,,
Sp1923+0917,19233789+0917413,4308384262776409728,290.9078426,9.294834,,
Sp1923-3308,19233820-3308416,6745394611098654336,290.9092733,-33.1450868,,
Sp1924-5154,19243238-5154366,6646473096129766912,291.1348365,-51.9101475,,
Sp1924+2004,19243334+2004523,4515902067279357056,291.1384094,20.0812067,,
Sp1925+0700,19251275+0700362,4295524821431807232,291.3031648,7.010085,,
Sp1927+2537,19271072+2537269,2024675900064676224,291.7941911,25.6245515,,
Sp1927-4833,19273146-4833528,6659099681507716736,291.8814129,-48.5646007,,
Sp1928+2339,19280838+2339066,2019700846162292864,292.0350162,23.6517876,,
Sp1928-4700,19282381-4700385,6660561821519000960,292.0993605,-47.0106276,,
Sp1928+1301,19282731+1301597,4316455502719737472,292.1138197,13.033178,,
Sp1928+3403,19284456+3403408,2046643455185395968,292.1857234,34.0613309,,
Sp1928-4356,19285196-4356256,6664912936922642048,292.2166877,-43.9404154,,
Sp1929-0458,19293671-0458483,4208609522456994304,292.402911,-4.9801997,,
Sp1929+1101,19294379+1101571,4314878631298620160,292.4324907,11.0325221,,
Sp1930-1521,19303379-1521418,4181467253288480640,292.6407813,-15.3615902,,
Sp1933+1022,19330580+1022460,4314593308028863872,293.2741993,10.3794955,,
Sp1933-0810,19331574-0810252,4206618517355209088,293.315599,-8.1737218,,
Sp1933+2150,19332754+2150009,2018474482692940288,293.3647137,21.8334425,,
Sp1933+1944,19332850+1944380,1825481536024344576,293.3688301,19.744042,,
Sp1936-0455,19363518-0455498,4209956497214985344,294.1465981,-4.9306958,,
Sp1937-1359,19370320-1359331,4183182182189784832,294.2634514,-13.9925267,,
Sp1938+4321,19384821+4321232,2077988676275617408,294.7012463,43.356332,,
Sp1939-4239,19390462-4239251,6688348821108279552,294.7692291,-42.6570336,,
Sp1939-5750,19395199-5750339,6448329418495400960,294.9669781,-57.8427322,,
Sp1940+1237,19400213+1237222,4316785012653747456,295.0088988,12.622805,,
Sp1941-6733,19414170-6733188,6427046481153632640,295.4226689,-67.5551949,,
Sp1942+1913,19425311+1913469,1824873403019776896,295.7213777,19.2291469,,
Sp1943-6125,19433311-6125421,6442331445127207808,295.887927,-61.4282938,,
Sp1945-4904,19451925-4904561,6671044947630014464,296.3297115,-49.0822231,,
Sp1945-2557,19453551-2557215,6766848728654380160,296.3985155,-25.9560818,,
Sp1945+5428,19455564+5428486,2137903951084527488,296.4822811,54.4801474,,
Sp1946-1145,19464850-1145202,4189904325697216256,296.7021279,-11.7556287,,
Sp1949+1713,19492942+1713027,1820834656271108864,297.3726662,17.2174188,,
Sp1949+2445,19495077+2445056,2020676971970754560,297.4615641,24.7515311,,
Sp1950+2436,19503583+2436474,2020624298493806336,297.6493102,24.6131941,,
Sp1953+3414,19532421+3413593,2035296284732054656,298.3530753,34.2351343,,
Sp1954+4923,19543501+4923203,2086976908949413632,298.6459099,49.3889674,,
Sp1954+1801,19544358+1801581,1821315795663331456,298.6816093,18.0328578,,
Sp1955+1052,19551012+1052024,4303436872733594880,298.7921688,10.8672908,,
Sp1955-7126,19551503-7126220,6422419873664621184,298.8135646,-71.439418,,
Sp1955-1316,19552544-1316084,4188546733786020608,298.8560111,-13.2690403,,
Sp1956-1754,19561542-1754252,6870499758522734208,299.0642814,-17.9069964,,
Sp1956+1426,19561820+1426067,1807406114600208000,299.0758615,14.4353415,,
Sp1957+2408,19575914+2408254,1834201659636172416,299.496587,24.1404133,,
Sp2000+3057,20000565+3057300,2030861099681010304,300.0240136,30.958917,,
Sp2001+0647,20015721+0647299,4249108800619148032,300.4883715,6.7916244,,
Sp2002-5425,20021341-5425558,6473160651658069120,300.5562102,-54.4321969,,
Sp2002-0521,20025073-0521524,4220379661283166720,300.7112958,-5.3646062,,
Sp2002-4433,20025208-4433036,6673620106941390592,300.7170049,-44.5510889,,
Sp2004-1416,20045369-1416231,6877944105080250368,301.2240042,-14.273068,,
Sp2006-0852,20062797-0852543,4192430969057394560,301.6165935,-8.8817543,,
Sp2010+0634,20103539+0634367,4250327781042868224,302.6474556,6.5768965,,
Sp2012+1627,20124871+1627059,1808713979365191296,303.2029054,16.451609,,
Sp2012+1246,20125255+1246315,1803225427774999680,303.2191129,12.7754766,,
Sp2015-5645,20152158-5645550,6468714845110882048,303.8398336,-56.7652404,,
Sp2016+1719,20164089+1719174,1809169250199281024,304.1704241,17.3214706,,
Sp2016-1045,20165054-1045595,6881163470829624320,304.2106638,-10.7665199,,
Sp2018-0007,20180099-0007586,4230317562772588416,304.5043978,-0.1328418,,
Sp2020+3603,20200407+3603286,2057462546521428608,305.0167292,36.0586651,,
Sp2021+2216,20215068+2216217,1829270006385229440,305.4612319,22.2727244,,
Sp2023-4305,20231907-4305110,6679235106666264064,305.8299249,-43.0863955,,
Sp2025-0835,20254766-0835311,6905837821722155648,306.4486828,-8.5920735,,
Sp2026-2943,20261584-2943124,6797628972554531840,306.5660316,-29.720275,,
Sp2026+0439,20263647+0439404,4245200758323877376,306.6519508,4.6612627,,
Sp2027+2555,20271487+2555184,1832633481176363904,306.8124299,25.9217437,,
Sp2031+1052,20312697+1052000,1753778152192018560,307.8623603,10.8666778,,
Sp2032+4155,20320232+4155368,2068138392112597376,308.0095527,41.9268453,,
Sp2032-6918,20323291-6918591,6422888673638503424,308.1388366,-69.3163628,,
Sp2033+3119,20331133+3119546,1862598815166112384,308.2970845,31.331841,,
Sp2033+2823,20331656+2823437,1857525389328342784,308.3189028,28.3954923,,
Sp2034+0827,20343769+0827009,1749473774619251840,308.6570406,8.4503277,,
Sp2034+4708,20343765+4708264,2071546500199092992,308.6570535,47.140629,,
Sp2035-3110,20352037-3110083,6793513225656482560,308.8348591,-31.1690045,,
Sp2035-4349,20353362-4349336,6676151865606518656,308.8901177,-43.825995,,
Sp2036-0847,20364425-0847138,6906393659206977280,309.1845512,-8.7872278,,
Sp2037-1137,20370715-1137569,6901234269614405888,309.2798193,-11.6325974,,
Sp2038-5223,20381565-5223055,6474508889136390528,309.5646559,-52.384876,,
Sp2038-4020,20385062-4020181,6681308987458790528,309.7108538,-40.3383708,,
Sp2042-0821,20421824-0821342,6906460145302607744,310.5759654,-8.3595794,,
Sp2042-0500,20424514-0500193,6914281796143286784,310.688219,-5.0053274,,
Sp2042+3225,20425755+3225305,1862927397342009856,310.7398452,32.4251237,,
Sp2044+1517,20443743+1517352,1762523981210977664,311.1562162,15.2929935,,
Sp2047+1421,20472471+1421526,1762216079299019008,311.8531104,14.3645442,,
Sp2047-0808,20473176-0808201,6903805924230742144,311.8823512,-8.1389955,,
Sp2049-1944,20491972-1944324,6857273939310123136,312.3323435,-19.7424316,,
Sp2049+3336,20492745+3336512,1869054868256849920,312.3641553,33.6141574,,
Sp2049-1716,20495272-1716083,6858958940879829248,312.4697815,-17.269019,,
Sp2052-4758,20522808-4758442,6481588305207220864,313.11707,-47.9789689,,
Sp2052+7104,20523540+7104536,2271895145327043712,313.1489244,71.0815814,,
Sp2052+0510,20524075+0510287,1734945824403206400,313.1698178,5.1746887,,
Sp2052-6431,20524496-6431085,6449565647523846272,313.1883943,-64.518998,,
Sp2053+3319,20532191+3319344,1866111823527724416,313.3411259,33.3261894,,
Sp2053+0303,20534523+0303389,1731017028838799488,313.4385106,3.0609137,,
Sp2057-0252,20575409-0252302,6915795853718552960,314.4753896,-2.8750694,,
Sp2104-1037,21041491-1037369,6890153425787729152,316.0623992,-10.6270404,,
Sp2104+3100,21042087+3100574,1852656275102502016,316.0869924,31.0158936,,
Sp2104+0722,21044455+0722251,1737141510468332800,316.1856375,7.3736635,,
Sp2105+4816,21055572+4816359,2165532410561273728,316.4818544,48.2767408,,
Sp2106-4044,21062089-4044519,6581421968143179904,316.5872175,-40.7477823,,
Sp2106-1650,21064297-1650340,6882305283587467392,316.679037,-16.84285,,
Sp2107-0307,21073169-0307337,6915878523250505856,316.8820424,-3.1260152,,
Sp2107-4544,21075409-4544064,6483544920505696256,316.9756184,-45.7351231,,
Sp2110-5540,21102873-5540391,6463046862668320384,317.6198332,-55.677553,,
Sp2112+8427,21122153+8427303,2300600129751000064,318.0914934,84.4583902,,
Sp2116+0341,21161051+0341294,1731827128389211520,319.0438019,3.6915377,,
Sp2117+3428,21174630+3428052,1867314345651278848,319.4430247,34.4681606,,
Sp2118-4505,21183174-4505522,6576611428676004608,319.6330783,-45.0978989,,
Sp2120+1021,21203387+1021591,1745247522506427776,320.1411805,10.3664173,,
Sp2120-4130,21205252-4130342,6580532321501146880,320.2190504,-41.509516,,
Sp2126-3143,21263403-3143224,6784262587654030336,321.6419701,-31.7229216,,
Sp2126-8140,21265040-8140293,6348511080000131072,321.7113445,-81.6747669,,
Sp2126+2531,21265788+2531080,1798588409277193984,321.7410289,25.5185056,,
Sp2127+5553,21272531+5553150,2177877452238559104,321.856592,55.8875087,,
Sp2127-4215,21272613-4215183,6578760870830186368,321.8590305,-42.2551097,,
Sp2127+1652,21273604+1652194,1784314510669611520,321.900187,16.8721546,,
Sp2130-0845,21304464-0845205,6894737663425859328,322.6860501,-8.7557142,,
Sp2133+2321,21330794+2321590,1797268548646812800,323.2831145,23.3663793,,
Sp2134+3838,21342211+3838558,1953807805800935296,323.592281,38.6488638,,
Sp2134+2404,21343561+2404086,1797418868207819776,323.6484567,24.0690467,,
Sp2135-3153,21351461-3153459,6784738092073342848,323.8108742,-31.8960688,,
Sp2137+1450,21371044+1450475,1770881266011697920,324.2935393,14.846582,,
Sp2137-6723,21374159-6723471,6400218225637412736,324.4231363,-67.3963354,,
Sp2138+5257,21381698+5257188,2173367633501430272,324.5713543,52.9552256,,
Sp2139+3934,21390143+3934347,1953968605083657088,324.7560893,39.5763297,,
Sp2140-0050,21400369-0050001,2686976036241883520,325.0154153,-0.8333688,,
Sp2141-5118,21415505-5118506,6558741070485093632,325.4813418,-51.3140621,,
Sp2143-8337,21435174-8337135,6344897290222195584,325.9761682,-83.6204359,,
Sp2144-1847,21444037-1847557,6836547453635933056,326.1682568,-18.7988269,,
Sp2148+0447,21484187+0447400,2696868243570380288,327.1744638,4.7944867,,
Sp2148+0639,21485882+0639317,2700569092335347968,327.2450687,6.658823,,
Sp2149-5805,21490501-5805172,6410819544952556160,327.2717859,-58.0881235,,
Sp2150-6610,21501324-6610366,6398883620384263552,327.5546878,-66.1768454,,
Sp2151+2328,21510510+2328088,1795813379365971072,327.7712326,23.4693356,,
Sp2153+2950,21533977+2950053,1897311977785999744,328.4160557,29.8348142,,
Sp2156-4505,21560966-4505027,6564780825295087872,329.0407198,-45.0840809,,
Sp2157+7537,21574389+7537552,2280379251923776896,329.4354514,75.6320319,,
Sp2157-5534,21574904-5534420,6412958026349034880,329.4545402,-55.5783309,,
Sp2157-2726,21575469-2726305,6619520939396842624,329.4782869,-27.4419746,,
Sp2158+5836,21580671+5836379,2199435611080216704,329.5302281,58.610535,,
Sp2200+5536,22000733+5536024,2198074999791010304,330.0308402,55.6007017,,
Sp2206-4217,22064498-4217208,6568464361047484288,331.6876898,-42.2892127,,
Sp2209-3707,22091573-3707581,6574918563022096384,332.3153938,-37.1329592,,
Sp2213-4245,22133513-4245399,6569700349557517056,333.3967102,-42.761078,,
Sp2213-5451,22135019-5451242,6508226723167166336,333.4595325,-54.8567554,,
Sp2214-1319,22145070-1319590,2600624997198227712,333.7114278,-13.3331951,,
Sp2219-1440,22193561-1440103,2599121969098191488,334.8984003,-14.6695188,,
Sp2221+1158,22215313+1158222,2730645996689892736,335.4714566,11.9728176,,
Sp2222+5857,22223346+5857090,2200349373952164992,335.6408535,58.9524982,,
Sp2222-5719,22225445-5719084,6504700451938373760,335.7268068,-57.3190164,,
Sp2226-7503,22264440-7503425,6357834388848708224,336.6857951,-75.0618139,,
Sp2226+6139,22265757+6139573,2202050043570150528,336.7393262,61.6659662,,
Sp2228-1325,22285440-1325178,2601148128510120576,337.226414,-13.4220719,,
Sp2229-4728,22294460-4728429,6518450978713330048,337.4363318,-47.4785313,,
Sp2229-0650,22295812-0650433,2622810534801599360,337.4922215,-6.8454093,,
Sp2230-3358,22305403-3358331,6600456850880784256,337.7250842,-33.9759125,,
Sp2232+0909,22321468+0909445,2717083928783441664,338.0611424,9.1624407,,
Sp2233+3359,22334648+3359371,1902388491693623680,338.4439519,33.9936437,,
Sp2234-2720,22340990-2720591,6621179380888631424,338.5415237,-27.3497752,,
Sp2234+2359,22341394+2359559,1876972009105701504,338.5587575,23.9988553,,
Sp2235+1840,22354905+1840298,2833919859711849600,338.9547425,18.674985,,
Sp2235+0418,22355244+0418563,2705646366448978048,338.9685401,4.3156945,,
Sp2237+3922,22373255+3922398,1908305165624662272,339.3855888,39.3775935,,
Sp2238+4353,22380742+4353179,1982218395990388224,339.5316349,43.8882441,,
Sp2240-4253,22402699-4253177,6544145019268698496,340.1124191,-42.8884419,,
Sp2240+4018,22404758+4018442,1932376979850360704,340.1986966,40.3123111,,
Sp2241-6119,22414366-6119393,6406967509044866560,340.4327157,-61.3275794,,
Sp2241-5915,22415459-5915309,6503514658710993664,340.4788161,-59.2585875,,
Sp2242+2542,22425317+2542573,1877650201620091008,340.7219072,25.715908,,
Sp2243-5932,22431696-5932206,6503296925345017984,340.8206445,-59.5390068,,
Sp2244-3045,22444905-3045535,6607432496244359296,341.2045309,-30.764875,,
Sp2245+5750,22455814+5750588,2007409719223293696,341.4950846,57.8492213,,
Sp2247+1955,22470170+1955286,2833779087863089664,341.7574828,19.9245989,,
Sp2250-5640,22500814-5640571,6505528693430442112,342.5346253,-56.6826295,,
Sp2252-1730,22521073-1730134,2403199614187542528,343.0448777,-17.5038691,,
Sp2253-4801,22530796-4801577,6515783804023662336,343.2832109,-48.0326972,,
Sp2254-2840,22545194-2840253,6609254898113164416,343.7164372,-28.6737339,,
Sp2255-5713,22551861-5713056,6493448634054105728,343.8267022,-57.2184067,,
Sp2256+6854,22560310+6854072,2225409442971141120,344.0136743,68.9019865,,
Sp2256+0031,22564446+0031191,2651994356541992320,344.1851741,0.5220656,,
Sp2257-4030,22570431-4030155,6546160179266900864,344.2680873,-40.5042732,,
Sp2257-4638,22574930-4638447,6516332666486584064,344.4550545,-46.6457338,,
Sp2258+0113,22585403+0113515,2652433473998070912,344.7251621,1.2310332,,
Sp2259-5420,22590642-5420357,6506200976072829184,344.7783671,-54.3432834,,
Sp2259+8013,22594403+8013189,2285853892116390144,344.9306351,80.2219725,,
Sp2303+2100,23030459+2100553,2832642880035528192,345.7692473,21.0153209,,
Sp2306-0502,23062928-0502285,2635476908753563008,346.6223839,-5.0413977,,
Sp2306-5008,23065876-5008589,6502618938988110848,346.7459854,-50.1497058,,
Sp2308-2722,23081134-2722001,2379350519786259072,347.0476346,-27.3668416,,
Sp2310-1759,23101846-1759090,2406057485426252160,347.5769676,-17.9860376,,
Sp2314+6939,23140244+6939368,2215027510585500672,348.5120714,69.6602701,,
Sp2316-2141,23165266-2141548,2385628829965900928,349.2194499,-21.6986711,,
Sp2317+6423,23170505+6423356,2207815706446693376,349.2709553,64.3932584,,
Sp2319+7645,23192137+7645437,2233222229000888064,349.8417545,76.762191,,
Sp2321-1326,23211254-1326282,2408845056640573056,350.302425,-13.4411737,,
Sp2322-3133,23224684-3133231,2328674716056981888,350.6949636,-31.5565246,,
Sp2324-5817,23245065-5817554,6492543937848408192,351.2110787,-58.2987118,,
Sp2325+4251,23254530+4251488,1925025168366253952,351.4387106,42.8634372,,
Sp2327-1741,23272645-1741329,2393563872239260928,351.8602124,-17.6924379,,
Sp2329+2704,23291290+2704152,2865724951533094912,352.3036521,27.0707816,,
Sp2329-5408,23293174-5408587,6500949571097597824,352.3821835,-54.1497111,,
Sp2329-1607,23294790-1607551,2407323744864329344,352.4495893,-16.1322214,,
Sp2330-4736,23301612-4736459,6526541563232943872,352.5661971,-47.6125234,,
Sp2331-0406,23310161-0406193,2633426216489127296,352.7567828,-4.1054206,,
Sp2331-2749,23312174-2749500,2331849006126794880,352.8406513,-27.8304464,,
Sp2331+1552,23312938+1552228,2820384936000540544,352.87232,15.8729582,,
Sp2333+7456,23333174+7456179,2232201809194564480,353.383224,74.9382786,,
Sp2334+1933,23343945+1933041,2824567482526264576,353.6641768,19.5511199,,
Sp2336+1835,23361644+1835004,2821435381919156864,354.0684952,18.5834476,,
Sp2336+2153,23364395+2153388,2827319663210149120,354.183181,21.8941371,,
Sp2337-0933,23371663-0933251,2437199090699580928,354.3193532,-9.5569197,,
Sp2337+4405,23372584+4405321,1926492947667861248,354.3579846,44.0921689,,
Sp2338+6352,23380044+6352444,2016748249420398464,354.5017886,63.8789735,,
Sp2338-4726,23381868-4726132,6525046188759705728,354.577709,-47.4370825,,
Sp2339+3507,23392527+3507165,2873220249284763392,354.8555132,35.1212662,,
Sp2343-2906,23433198-2906271,2327766927474541824,355.8836154,-29.1075979,,
Sp2344-0733,23440624-0733282,2439377218938814336,356.0260425,-7.5578755,,
Sp2344+1312,23444204+1312525,2770074036986200704,356.175045,13.21415,,
Sp2345+6758,23455524+6758479,2211036283380392320,356.4805271,67.9800071,,
Sp2346+1129,23464599+1129094,2760661255379706240,356.691749,11.4859638,,
Sp2347+2702,23473680+2702068,2865029029391974400,356.9037071,27.035254,,
Sp2347-0638,23475198-0638474,2445535274328141568,356.9666772,-6.6464797,,
Sp2348-3134,23482916-3134139,2326246371612573312,357.1216133,-31.5705729,,
Sp2350+0806,23503956+0806237,2758618568934035456,357.6648315,8.1065734,,
Sp2352-2009,23524739-2009215,2389801137290107264,358.1974076,-20.1559985,,
Sp2353-0833,23535946-0833311,2435317585786753920,358.4977348,-8.5588011,,
Sp2354-3316,23540928-3316266,2313836153805786624,358.5384092,-33.2740991,,
Sp2354-6312,23542659-6312144,6486001882317858048,358.6121136,-63.2040032,,
Sp2354+2849,23545010+2849141,2867107342590523392,358.7088487,28.8206014,,
Sp2354-1852,23545993-1852216,2390199568521774848,358.7496386,-18.8727499,,
Sp2356-3827,23565088-3827426,2307221350118692992,359.2121154,-38.4618804,,
Sp2357+4011,23570939+4011349,2882057337768813056,359.2899945,40.1930485,,
Sp2357+5727,23571877+5727593,1998109946788787456,359.3281299,57.4664635,,
Sp2359-2932,23590389-2932226,2332937316480303616,359.7660311,-29.5395644,,
Sp2359+2338,23590836+2338311,2848408772970345600,359.7849597,23.6419536,,
Sp2359-2007,23595762-2007394,2341766188692111744,359.9903167,-20.12789,,
